date,pression de la boucle,vide bouilleur,niveau bouilleur,depression,temperature E,temperature S,debit 29%,debit 54%,pression calendre,ampérage AP04
08-Jan-23 11:00:00,2.148549557,107.60392,92.50709534,,86.6415329,81.03965759,55.26564789,22.71541214,1.002909422,34.43021774
08-Jan-23 12:00:00,2.144433737,107.8157196,92.54688263,,87.09526062,81.37705994,55.01014328,23.18294907,1.024746656,34.43021774
08-Jan-23 13:00:00,2.151804924,106.3556137,92.39041138,,87.47019196,81.99654388,54.9490242,21.9765377,1.040039182,34.43021774
08-Jan-23 14:00:00,2.140163183,108.0845184,92.5447464,,87.59202576,82.29122162,54.91120529,22.53642464,1.06109798,34.43021774
08-Jan-23 15:00:00,2.13836813,111.0412216,92.53422546,,87.65972137,82.27635956,54.99840927,21.45265961,1.04486692,34.43021774
08-Jan-23 16:00:00,2.143397331,109.3019638,92.60199738,,87.81484985,82.14713287,55.17002869,20.60580444,1.023778439,34.43021774
08-Jan-23 17:00:00,2.141296148,109.7518616,92.47850037,,87.69919586,82.42984009,54.93278885,21.58491707,1.055553555,34.43021774
08-Jan-23 18:00:00,2.142687798,111.4322586,92.24498749,,87.62841797,82.18379974,55.2252121,20.73081589,1.020292163,34.43021774
08-Jan-23 19:00:00,2.140919209,110.4414215,92.62080383,,87.65438843,82.14147186,54.96432877,20.95488548,1.052972794,34.43021774
08-Jan-23 20:00:00,2.140327454,109.5187683,92.27248383,,87.34127045,81.83676147,54.96178055,21.01669121,1.008463502,34.43021774
08-Jan-23 21:00:00,2.141241312,110.8084793,92.51235199,,87.1993103,81.64949799,55.11120605,21.1736927,1.041981339,34.43021774
08-Jan-23 22:00:00,2.124086618,110.6773148,92.48999023,,86.91123199,81.58503723,54.98726654,20.82240677,1.026238322,34.43021774
08-Jan-23 23:00:00,2.134003639,108.4976807,92.3902359,,87.26572418,81.65161133,55.03904724,21.35826111,1.103530645,34.43021774
09-Jan-23 00:00:00,2.126946211,108.935173,92.54405212,,87.19451141,81.55059814,55.04810333,20.73017883,1.107671738,34.43021774
09-Jan-23 01:00:00,2.122539997,110.0833893,92.47395325,,87.13148499,81.43598175,55.01392365,20.77765846,1.098950982,34.43021774
09-Jan-23 02:00:00,2.122874737,108.6740723,92.39806366,,86.97085571,81.30448151,54.8700943,20.93359756,1.102924347,34.43021774
09-Jan-23 03:00:00,2.133863449,110.2369537,92.68041229,,87.04833984,81.50965881,55.05685043,20.7373085,1.093653917,34.43021774
