date,pression de la boule,vide bouilleur,niveau bouilleur,depression,temperature E,temperature S,debit 29% E,debit54% S ,pression calendre,amperage AP04
08-Jan-23 02:00:00,2.408837318,85.30429077,90.13598633,,88.44872284,84.38415527,0.0211305,Configure,0.00,14.13711929
08-Jan-23 03:00:00,2.41579318,85.09809113,90.16213989,,88.35154724,84.28865051,0.020651937,Configure,0.00,14.24903011
08-Jan-23 04:00:00,2.421850443,84.36286926,90.34854889,,88.31499481,84.25788879,0.020105967,Configure,0.00,14.22035027
08-Jan-23 05:00:00,2.433142424,85.30205536,90.17660522,,88.32537079,84.25657654,0.021783661,Configure,0.00,14.16607475
08-Jan-23 06:00:00,2.416085005,84.25035858,90.51087189,,88.15146637,84.05220795,0.023483317,Configure,0.00,14.2596817
08-Jan-23 07:00:00,2.412540197,84.2664566,90.04800415,,88.25172424,84.14842224,0.022238363,Configure,0.00,14.37539482
08-Jan-23 08:00:00,2.399049759,84.80765533,89.91710663,,88.11676025,84.03414917,0.022771556,Configure,0.00,14.14787674
08-Jan-23 09:00:00,2.409275293,84.26163483,89.96541595,,88.0173645,83.90879822,0.023945453,Configure,0.00,14.24028969
08-Jan-23 10:00:00,2.400267124,84.15454102,90.32295227,,87.72206879,83.61714172,0.022573935,Configure,0.00,14.21937656
08-Jan-23 11:00:00,2.407384872,86.07985687,90.05017853,,87.8282547,83.73446655,0.021086775,Configure,0.00,14.13436413
08-Jan-23 12:00:00,2.396675348,87.66419983,89.90289307,,87.96051788,83.87390137,0.021540148,Configure,0.00,14.12705421
08-Jan-23 13:00:00,2.388604164,88.72537231,90.17910004,,88.03170776,83.99035645,0.023022484,Configure,0.00,14.12306118
08-Jan-23 14:00:00,2.382542849,90.65533447,90.45420074,,88.26557159,84.24282074,0.02283855,Configure,0.00,14.18104553
08-Jan-23 15:00:00,2.383810282,89.36229706,90.65203857,,88.08670807,84.14311218,0.024808148,Configure,0.00,14.06061172
08-Jan-23 16:00:00,2.381838322,89.09621429,89.86177063,,88.10956573,84.09358215,0.02625907,Configure,0.00,14.21989346
08-Jan-23 17:00:00,2.39007163,89.2064743,90.20980072,,88.25379181,84.14676666,0.024760637,Configure,0.00,14.17929459
08-Jan-23 18:00:00,2.386566877,89.3296814,90.24633789,,88.15676117,84.05961609,0.02515742,Configure,0.00,14.17528248
08-Jan-23 19:00:00,2.394667387,88.44909668,90.38356781,,88.13814545,84.02692413,0.027106917,Configure,0.00,14.24518204
08-Jan-23 20:00:00,2.390872002,87.4932785,90.45097351,,87.94451904,83.85150909,0.026502207,Configure,0.00,14.13363647
08-Jan-23 21:00:00,2.375490904,87.39207458,90.22415924,,87.7806015,83.61140442,0.025915843,Configure,0.00,14.37639523
08-Jan-23 22:00:00,2.389633417,88.85186005,90.41760254,,87.67131805,83.53847504,0.024325596,Configure,0.00,14.13933659
08-Jan-23 23:00:00,2.393311262,88.84069824,89.70866394,,87.69686127,83.54269409,0.02449891,Configure,0.00,14.2420702
09-Jan-23 00:00:00,2.386018038,88.81613159,89.84720612,,87.620224,83.46984863,0.024500763,Configure,0.00,14.15170002
09-Jan-23 01:00:00,2.387734652,88.29940796,89.93911743,,87.48548126,83.27822876,0.02367178,Configure,0.00,14.10017395
09-Jan-23 02:00:00,2.391458273,88.78552246,90.48107147,,87.43817902,83.2755127,0.023404771,Configure,0.00,14.27544689
09-Jan-23 03:00:00,2.385721445,88.36058807,90.45321655,,87.29688263,83.14388275,0.023557087,Configure,0.00,14.18633747
09-Jan-23 04:00:00,2.379313231,88.59841156,90.21289825,,87.19484711,83.06062317,0.026869362,Configure,0.00,14.10011482
09-Jan-23 05:00:00,2.396758795,86.83552551,90.41292572,,87.25078583,83.08757019,0.028000105,Configure,0.00,14.2063036
09-Jan-23 06:00:00,2.371118546,87.20822144,90.15759277,,87.05078888,82.86035919,0.02368778,Configure,0.00,14.20876026
